ville;nom;url;desc
Paris;Musée national de Port-Royal des Champs;https://en.wikipedia.org/wiki/Mus%C3%A9e_national_de_Port-Royal_des_Champs;The musée national de Port-Royal des Champs is an art museum situated at the place of the former Port-Royal-des-Champs Abbey in the commune of Magny-les-Hameaux, in Yvelines.[1] The museum features 17th and 18th-century paintings and engravings, including a series that depicts the religious life of the former abbey.
Paris;Palace of Versailles;https://en.wikipedia.org/wiki/Palace_of_Versailles;
Paris;Tour César;https://fr.wikipedia.org/wiki/Tour_C%C3%A9sar_(Provins);
Paris;Villa Savoye;https://en.wikipedia.org/wiki/Villa_Savoye;Villa Savoye (French pronunciation: [sa.vwa]) is a modernist villa in Poissy, on the outskirts of Paris, France. It was designed by the Swiss architects Le Corbusier and his cousin, Pierre Jeanneret, and built between 1928 and 1931 using reinforced concrete.[3][4]
Paris;Centre de la Mer et des Eaux;https://en.wikipedia.org/wiki/Centre_de_la_Mer_et_des_Eaux;The Centre de la Mer et des Eaux was an aquarium and museum of marine life located in the 5th arrondissement in the building of the Institut Océanographique at 195, rue Saint-Jacques, Paris, France. It closed in November 2010.
Paris;Musée Arménien de France;https://en.wikipedia.org/wiki/Mus%C3%A9e_Arm%C3%A9nien_de_France;The Musée Arménien de France is a private museum of Armenian art and archaeology located in the 16th arrondissement of Paris at Fondation Nourhan Fringhian, 59 avenue Foch, Paris, France.
Paris;Musée Bouilhet-Christofle;https://en.wikipedia.org/wiki/Mus%C3%A9e_Bouilhet-Christofle;The Musée Bouilhet-Christofle was a private museum located in the 8th arrondissement at 9, rue Royale, Paris, France. The museum's main collection was located in a Parisian suburb at 112, rue Ambroise Croizat, Saint-Denis, France. The museum closed in 2008.[1]
Paris;Musée Bouchard;https://en.wikipedia.org/wiki/Mus%C3%A9e_Bouchard;The Musée Bouchard was a studio museum dedicated to sculptor Henri Bouchard (1875-1960), and located at 25, rue de l'Yvette, Paris, France.
Paris;Musée Dapper;https://en.wikipedia.org/wiki/Mus%C3%A9e_Dapper;Musée Dapper was a french museum specializing in African art. It closed on 18 June 2017. The Dapper Foundation is still located at the same premises in the 16th arrondissement of Paris at 35 rue Paul Valéry, Paris, France.
Paris;Musée d'Anatomie Delmas-Orfila-Rouvière;https://en.wikipedia.org/wiki/Mus%C3%A9e_d%27Anatomie_Delmas-Orfila-Rouvi%C3%A8re;The Musée d'Anatomie Delmas-Orfila-Rouvière was a museum of anatomy formerly located on the eighth floor of the Faculty of Medicine, Paris V René Descartes University, 45, rue des Saints-Pères, 6th arrondissement of Paris, France. It was the largest anatomy museum in France. It was closed around 2005, with all its exhibits going into storage.
Paris;Musée d'Art Juif;https://en.wikipedia.org/wiki/Mus%C3%A9e_d%27Art_Juif;The Musée d'Art Juif was a private museum of Jewish art located at 42, rue des Saules, in the 18th arrondissement of Paris, France. The nearest Paris Métro station is Lamarck – Caulaincourt on Line 12.
Paris;Musée d'Ethnographie du Trocadéro;https://en.wikipedia.org/wiki/Mus%C3%A9e_d%27Ethnographie_du_Trocad%C3%A9ro;The Musée d'Ethnographie du Trocadéro (Ethnographic Museum of the Trocadéro, also called simply the Musée du Trocadéro) was the first anthropological museum in Paris, founded in 1878. It closed in 1935 when the building that housed it, the Trocadéro Palace, was demolished: its descendant is the Musée de l'Homme, housed in the Palais de Chaillot on the same site, and its French collections formed the nucleus of the Musée National des Arts et Traditions Populaires, also in the Palais de Chaillot. Numerous modern artists visited it and were influenced by its "primitive" art, in particular Picasso during the period when he was working on Les Demoiselles d'Avignon (1907).
Paris;Musée de l'Assistance Publique - Hôpitaux de Paris;https://en.wikipedia.org/wiki/Mus%C3%A9e_de_l%27Assistance_Publique_-_H%C3%B4pitaux_de_Paris;The Musée de l'Assistance Publique – Hôpitaux de Paris (Museum of Public Assistance–Paris Hospitals) is a museum dedicated to the history of Parisian hospitals. It is located on the left bank of the Seine in the 5th arrondissement, at 47, quai de la Tournelle, Paris, France. The museum closed in 2012 and is evaluating reopening.[1][2]
Paris;Musée de l'Holographie;https://en.wikipedia.org/wiki/Mus%C3%A9e_de_l%27Holographie;The Musée de l'Holographie was a notable museum of holography located in Paris, France. The museum was established in 1980, and located for some years in the Forum des Halles. According to S. Johnston, it closed its doors in 1994. But in fact, it was in April 1996.[citation needed] The museum's collections are now shown in touring exhibits in France and around the world.
Paris;Musée de la mode et du textile;https://en.wikipedia.org/wiki/Mus%C3%A9e_de_la_mode_et_du_textile;The Musée de la mode et du textile (Museum of Fashion and Textiles) was a museum located in the Louvre at, 107, rue de Rivoli, in the 1st arrondissement of Paris, France. It is now a department of the Musée des Arts Décoratifs, Paris.[1] Works from the former museum are regularly displayed in temporary exhibitions.
Paris;Musée de la Poupée;https://en.wikipedia.org/wiki/Mus%C3%A9e_de_la_Poup%C3%A9e;The Musée de la Poupée was a private doll museum located in the 3rd arrondissement at Impasse Berthaud, near 22 rue Beaubourg, Paris, France.
Paris;Musée de la Publicité;https://en.wikipedia.org/wiki/Mus%C3%A9e_de_la_Publicit%C3%A9;The Musée de la Publicité was a museum of advertising history located in the Louvre's Rohan and Marsan wings, 1st arrondissement of Paris, at 107, rue de Rivoli, Paris, France.
Paris;Musée de la Serrure;https://en.wikipedia.org/wiki/Mus%C3%A9e_de_la_Serrure;The Musée de la Serrure, also known as the Musée de la Serrurerie or the Musée Bricard, was a private museum of locks and keys located in the 3rd arrondissement at 1 rue de la Perle, Paris, France. The museum closed in 2003.[1]
Paris;Musée de Notre Dame de Paris;https://en.wikipedia.org/wiki/Mus%C3%A9e_de_Notre_Dame_de_Paris;The Musée de Notre Dame de Paris was a small museum dedicated to the cathedral of Notre Dame de Paris and its archaeology. It stands at 10 Rue du Cloître Notre Dame, Paris, France, and was open to the public several afternoons per week: an admission fee was charged.
Paris;Musée de Radio France;https://en.wikipedia.org/wiki/Mus%C3%A9e_de_Radio_France;The Musée de Radio France was a museum operated by Radio France and located in the Maison de Radio-France, near the Pont de Grenelle in the XVIe arrondissement at 116, avenue du Président Kennedy, Paris, France. The museum was established in 1966, and contained a remarkable collection of radios and televisions from their origins to the present day, including the 1793 telegraph by Claude Chappe and early crystal radios. The museum's 2000 objects include prototypes and commercial devices, archival documents, photographs, and manuscripts, replicas of early radio laboratories and studios, and exhibits featuring research by Edouard Branly, Lee de Forest, Heinrich Hertz, Guglielmo Marconi, James Clerk Maxwell, and Alexander Stepanovich Popov. In 2007, the museum was closed to the public due to the renovation of the Maison de Radio France.[1][2]
Paris;Musée des Lettres et Manuscrits;https://en.wikipedia.org/wiki/Mus%C3%A9e_des_Lettres_et_Manuscrits;The Musée des Lettres et Manuscrits (Museum of Letters and Manuscripts) was a museum of letters and manuscripts located at 222 Boulevard Saint-Germain in the 7th arrondissement of Paris, France. It closed in 2014 after its owner Gérard Lhéritier, and his company Aristophil were investigated for allegedly running the museum as an illegal Ponzi scheme.
Paris;Musée des Matériaux du Centre de Recherche sur les Monuments Historiques;https://en.wikipedia.org/wiki/Mus%C3%A9e_des_Mat%C3%A9riaux_du_Centre_de_Recherche_sur_les_Monuments_Historiques;The Musée des Matériaux du Centre de Recherche sur les Monuments Historiques was a museum in the Palais de Chaillot at 9, avenue Albert de Mun, Paris, France, that displayed building materials used in historical monuments along with scale models of buildings. According to Museums of the World: Handbook of International Documentation and Information and the International directory of arts, it no longer exists.
Paris;Musée du Montparnasse;https://en.wikipedia.org/wiki/Mus%C3%A9e_du_Montparnasse;The Musée du Montparnasse was a museum at 21 Avenue du Maine, in the 15th arrondissement, Montparnasse Quarter of Paris, France. The museum closed in 2015.[1]
Paris;Musée Dupuytren;https://en.wikipedia.org/wiki/Mus%C3%A9e_Dupuytren;The Musée Dupuytren was a museum of wax anatomical items and specimens illustrating diseases and malformations.[1][2] It was located at the Cordeliers Convent building, 15, rue de l'Ecole de Médecine, Les Cordeliers, Paris, France, and is part of the Pierre and Marie Curie University (UPMC) School of Medicine. In 2016 the museum was closed and moved to the Jussieu Campus, joining 8 scientific collections of UPMC.[3] The collections will be open to students and researchers, and will be open to the public for events.
Paris;Musée Grévin – Forum des Halles;https://en.wikipedia.org/wiki/Mus%C3%A9e_Gr%C3%A9vin_%E2%80%93_Forum_des_Halles;The Musée Grévin – Forum des Halles was a wax museum located in the Forum des Halles, level 1, in the 1st arrondissement of Paris at 1 Rue Pierre Lescot, Paris, France. It opened in 1981 and closed in 1996.
Paris;Musée Lenine;https://en.wikipedia.org/wiki/Mus%C3%A9e_Lenine;The Musée Lenine was a museum devoted to Vladimir Lenin, located at 4, rue Marie-Rose, in the 14th arrondissement of Paris, France. The museum closed in 2007.[1][2]
Paris;Musée national Hébert;https://en.wikipedia.org/wiki/Mus%C3%A9e_H%C3%A9bert;The Musée Hébert is a museum located in the Hôtel de Montmorency-Bours at 85, rue du Cherche-Midi, in the 6th arrondissement of Paris, France. It has been closed since 2004 for renovations.
Paris;Musée National du Sport;https://en.wikipedia.org/wiki/Mus%C3%A9e_National_du_Sport;The Musée national du Sport is a national sports museum located in the Grand Stadium of Nice, France.
Paris;Musée national des Arts d'Afrique et d'Océanie;https://en.wikipedia.org/wiki/Mus%C3%A9e_national_des_Arts_d%27Afrique_et_d%27Oc%C3%A9anie;The Musée national des Arts d'Afrique et d'Océanie (National Museum of Arts of Africa and Oceania) was a museum formerly located in the Palais de la Porte Dorée on the edge of the Bois de Vincennes at 293, avenue Daumesnil in the 12th arrondissement of Paris, France.
Paris;Musée national des Arts et Traditions Populaires (France);https://en.wikipedia.org/wiki/Mus%C3%A9e_national_des_Arts_et_Traditions_Populaires_(France);The Musée national des Arts et Traditions Populaires was a museum of the popular arts and traditions of France. It was located at 6, avenue du Mahatma Gandhi, Paris, France, but was permanently closed to the public in 2005.[1] Its collections were transferred to the Musée des Civilisations de l'Europe et de la Méditerranée in Marseilles.
Paris;Musée-Galerie de la Seita;https://en.wikipedia.org/wiki/Mus%C3%A9e-Galerie_de_la_Seita;The Musée-Galerie de la Seita was a museum of tobacco-related objects located in the 7th arrondissement of Paris at 12, rue Surcouf, Paris, France. It opened in 1979 and closed in June 2000.[1]
Paris;Musée-Placard d'Erik Satie;https://en.wikipedia.org/wiki/Mus%C3%A9e-Placard_d%27Erik_Satie;The Musée-Placard d'Erik Satie (Cupboard Museum of Erik Satie) was a small museum dedicated to composer Erik Satie (1866–1925). It is located in the 18th arrondissement of Paris at 6, rue Cortot, Paris, France.
Paris;Pavillon des Arts;https://en.wikipedia.org/wiki/Pavillon_des_Arts;The Pavillon des Arts was a museum located in the 1st arrondissement of Paris at Les Halles, 101, rue Rambuteau, Paris, France. According to an article in Evene.fr, the museum closed in 2006.
Paris;Pinacothèque de Paris;https://en.wikipedia.org/wiki/Pinacoth%C3%A8que_de_Paris;The Pinacothèque de Paris (French: [pinakɔtɛk də paʁi]) was an art gallery in Paris, France, with exhibition space for temporary exhibitions of artworks.[1] It was owned and run by Modigliani enthusiast Marc Restellini.[2] It closed in 15 February 2016 after going into receivership in November 2015.[3]
Paris;Revue virtuelle;https://en.wikipedia.org/wiki/Revue_virtuelle;Revue virtuelle (1992-1996) was an exhibition project for early new media, virtual art technologies, computer graphics, virtual reality, hypermedia and digital art projects that was housed in the Musée National d'Art Moderne, Centre Pompidou during the years 1992 to 1996.[1]
New York;9/11 Tribute Museum;https://en.wikipedia.org/wiki/9/11_Tribute_Museum;
New York;African Burial Ground National Monument;https://en.wikipedia.org/wiki/African_Burial_Ground_National_Monument;African Burial Ground National Monument is a monument at Duane Street and African Burial Ground Way (Elk Street) in the Civic Center section of Lower Manhattan, New York City. Its main building is the Ted Weiss Federal Building at 290 Broadway.[4] The site contains the remains of more than 419 Africans buried during the late 17th and 18th centuries in a portion of what was the largest colonial-era cemetery for people of African descent, some free, most enslaved.[5] Historians estimate there may have been as many as 10,000[6]–20,000 burials in what was called the "Negroes Burial Ground" in the 1700s. The five to six acre site's excavation and study was called "the most important historic urban archaeological project in the United States."[7] The Burial Ground site is New York's earliest known African-American "cemetery": studies show an estimated 15,000 African American people were buried here.[8]
New York;AIGA National Design Center;https://en.wikipedia.org/w/index.php?title=AIGA_National_Design_Center&action=edit&redlink=1;Other reasons this message may be displayed:
New York;A.I.R. Gallery;https://en.wikipedia.org/wiki/A.I.R._Gallery;A.I.R. Gallery (Artists in Residence) Is the first all female artists cooperative gallery in the United States.[1] It was founded in 1972 with the objective of providing a professional and permanent exhibition space for women artists during a time in which the works shown at commercial galleries in New York City were almost exclusively by male artists. A.I.R. is a not-for-profit, self-underwritten arts organization in which the New York artist members serve as the board of directors. The gallery was originally located in SoHo at 97 Wooster Street, and was located on 111 Front Street in the DUMBO neighborhood of Brooklyn until 2015. In May 2015, A.I.R. Gallery moved to its current location at 155 Plymouth St, Brooklyn, NY 11201.
New York;Alice Austen House;https://en.wikipedia.org/wiki/Alice_Austen_House;The Alice Austen House, also known as Clear Comfort, is located at 2 Hylan Boulevard in the Rosebank section of Staten Island, New York City, New York.[5] It was home of Alice Austen, a photographer, for most of her lifetime, and is now a museum and a member of the Historic House Trust.[6] The house is administered by the "Friends of Alice Austen", a volunteer group.[7] Today, the Alice Austen House hosts many school programs, including photography summer camps and day trips for classes of all age groups.[8]
New York;American Academy of Arts and Letters;https://en.wikipedia.org/wiki/American_Academy_of_Arts_and_Letters;
New York;American Folk Art Museum;https://en.wikipedia.org/wiki/American_Folk_Art_Museum;The American Folk Art Museum is an art museum in the Upper West Side of Manhattan, at 2, Lincoln Square, Columbus Avenue at 66th Street. It is the premier institution devoted to the aesthetic appreciation of folk art and creative expressions of contemporary self-taught artists from the United States and abroad.
New York;American Museum of Natural History;https://en.wikipedia.org/wiki/American_Museum_of_Natural_History;
New York;American Numismatic Society Museum;https://en.wikipedia.org/wiki/American_Numismatic_Society;The American Numismatic Society (ANS) is a New York City-based organization dedicated to the study of coins and medals.
New York;Americas Society;https://en.wikipedia.org/wiki/Americas_Society;
New York;Anne Frank Center USA;https://en.wikipedia.org/wiki/Anne_Frank_Center_USA;The Anne Frank Center for Mutual Respect is a nonprofit organization with a focus on civil and human rights activism in the United States.[3][4][5]
New York;Aperture Foundation;https://en.wikipedia.org/wiki/Aperture_Foundation;Aperture Foundation is a nonprofit arts institution, founded in 1952 by Ansel Adams, Minor White, Barbara Morgan, Dorothea Lange, Nancy Newhall, Beaumont Newhall, Ernest Louie, Melton Ferris, and Dody Warren. Their vision was to create a forum for fine art photography, a new concept at the time. The first issue of the magazine Aperture was published in spring 1952 in San Francisco, see Aperture (magazine).
New York;Art in General;https://en.wikipedia.org/wiki/Art_in_General;
New York;Artists Space;https://en.wikipedia.org/wiki/Artists_Space;Artists Space is a non-profit art gallery and arts organization that was first founded in 1972 in the Tribeca area of New York City. It is now[when?] located in Soho. Artists Space has been the site of provocative discussion and experimentation within contemporary artistic debate, from the postmodern image (Douglas Crimp’s Pictures, 1977) to identity politics (Adrian Piper's It’s Just Art, 1981), to institutional critique (Michael Asher’s Untitled, 1988) to post-conceptualism (Robert C. Morgan's Turkish Bath installation, 1976) and the AIDS Crisis (Nan Goldin’s Witnesses: Against our Vanishing, 1989).
New York;Asia Society;https://en.wikipedia.org/wiki/Asia_Society;The Asia Society is a non-profit organization that focuses on educating the world about Asia. It has several centers in the United States (Houston, Los Angeles, San Francisco, Washington, DC, and New York) and around the world (Hong Kong, Manila, Mumbai, Seoul, Shanghai, Sydney, and Zurich). These centers are overseen by the Society’s headquarters in New York, which includes a museum that exhibits the Rockefeller collection of Asian art and rotating exhibits with pieces from many Asian countries including China, Japan, India, Iran, and Korea.
New York;Asian American Arts Centre;https://en.wikipedia.org/wiki/Asian_American_Arts_Centre;The Asian American Arts Centre (AAAC) is a non-profit organization located in Chinatown in New York City. Founded in 1974, it is one of the earliest Asian American community organizations in the United States. The Arts Centre presents the ongoing developments between contemporary Asian & Asian American art forms and Western art forms through the presentation of performance, exhibitions, and public education. AAAC’s permanent collection, which it has accumulated since 1989, contains hundreds of contemporary Asian American art works and traditional/folk art pieces. The organization also has an Artists Archive which documents, preserves, and promotes the presence of Asian American visual culture in the United States since 1945. This includes the East Coast, especially the greater New York area: the West Coast: and some artists in Canada, Hawaii, and overseas. The artists include Asian Americans producing art, Asian artists who are active in the United States, and other Americans who are significantly influenced by Asia. Pan-Asian in outlook, the Arts Centre’s understanding of ‘Asia’ encompasses traditions and influences with sources ranging from Afghanistan to Hawaii.
New York;Austrian Cultural Forum New York;https://en.wikipedia.org/wiki/Austrian_Cultural_Forum_New_York;
New York;Bard Graduate Center;https://en.wikipedia.org/wiki/Bard_Graduate_Center;
New York;Bartow-Pell Mansion;https://en.wikipedia.org/wiki/Bartow-Pell_Mansion;The Bartow-Pell Mansion is a historic house museum located in the northern portion of Pelham Bay Park in the Bronx, New York City. A National Historic Landmark, it has one of the nation's finest Greek Revival interiors, and is the last surviving major mid-19th century country estate house in the Pelham Bay area.[3]
New York;Bayside Historical Society;https://en.wikipedia.org/wiki/Bayside_Historical_Society;Fort Totten Officers' Club, also known as the Castle, is a historic clubhouse located at Fort Totten in Bayside, Queens, New York. It was built in the 1870s and expanded to its present size in 1887. It is a large Late Gothic Revival style building. It is a two-story, rectangular frame building with a projecting central tower pavilion and sheathed in clapboard. It features identical, polygonal, three story towers and a wood parapet surrounding the roofline.[2]
New York;Bernard Museum of Judaica;https://en.wikipedia.org/wiki/Bernard_Museum_of_Judaica;The Bernard Museum of Judaica, formally the Herbert & Eileen Bernard Museum of Judaica is part of Temple Emanu-El on Manhattan's Upper East Side. The museum consists of three galleries. The first two galleries are often used for temporary exhibitions. The third gallery is the permanent collection which contains items of Judaica and Temple memorabilia. Some of the museum's more than 1,000 objects date back to the 14th century.[1] Not limited to items from Emanu-El's history, the collection also includes items from the histories of Temple Emanu-El, Temple Beth-El (merged with Temple Emanu-el in 1927), Ansche Chesed and Adas Jeshurun who merged to form Beth-El in 1974.[2]
New York;Billiou-Stillwell-Perine House;https://en.wikipedia.org/wiki/Billiou-Stillwell-Perine_House;The Billiou–Stillwell–Perine House is a Dutch Colonial structure and the oldest standing building on Staten Island, New York.[2]
New York;Brooklyn Navy Yard Center at BLDG 92;https://en.wikipedia.org/wiki/Brooklyn_Navy_Yard_Center_at_BLDG_92;
New York;Bowne House;https://en.wikipedia.org/wiki/John_Bowne_House;The John Bowne House is an historic home important for its role in establishing religious tolerance in the United States. It is located in Flushing, Queens, in New York City.
New York;BRIC House;https://en.wikipedia.org/wiki/BRIC_(nonprofit_organization);Coordinates: 40.688557°N 73.979005°W
New York;Bronx Children's Museum;https://en.wikipedia.org/wiki/Bronx_Children%27s_Museum;The Bronx Children's Museum is a children's museum founded in 2005 in the South Bronx whose primary exhibition space is set to open on the second floor of the Power House building in Mill Pond Park.[3] Since 2011, the museum has provided services out of its Museum On The Go! bus, also known as the "purple bus".[5][6] The museum reaches about 10,000 people per year through the purple bus.[5][7]
New York;Bronx Museum of the Arts;https://en.wikipedia.org/wiki/Bronx_Museum_of_the_Arts;
New York;Brooklyn Botanic Garden;https://en.wikipedia.org/wiki/Brooklyn_Botanic_Garden;Brooklyn Botanic Garden (BBG) is a botanical garden in the borough of Brooklyn in New York City. Founded in 1910, and located in the Prospect Park neighborhood, the 52-acre (21 ha) garden includes a number of specialty "gardens within the Garden", plant collections and the Steinhardt Conservatory, which houses the C. V. Starr Bonsai Museum, three climate-themed plant pavilions, a white cast-iron and glass aquatic plant house, and an art gallery. The Garden holds over 14,000 taxa of plants and each year has over 900,000 visitors.
New York;Brooklyn Children's Museum;https://en.wikipedia.org/wiki/Brooklyn_Children%27s_Museum;The Brooklyn Children's Museum is a children's museum in Crown Heights, Brooklyn, New York City. Founded in 1899, it is the first museum in the United States – and according to some, the first one worldwide[1] – that caters specifically to children. It is unusual in its location in what is predominantly a residential area.[2] Housed in a multi-level underground gallery,[3] the museum underwent an expansion and renovation to double its space, reopened on September 20, 2008, and became the first green museum in New York City.
New York;Brooklyn Historical Society;https://en.wikipedia.org/wiki/Brooklyn_Historical_Society;The Brooklyn Historical Society (BHS), founded in 1863, is a museum, library, and educational center preserving and encouraging the study of Brooklyn's 400-year history. The society's Romanesque Revival building, located at Pierrepont and Clinton Streets in Brooklyn Heights, was designed by George B. Post and built in 1878-81, is a National Historic Landmark and part of New York City's Brooklyn Heights Historic District. The Brooklyn Historical Society houses materials relating to the history of Brooklyn and its people, and hosts exhibitions which draw over 9,000 members a year. In addition to general programming, BHS serves over 70,000 public school students and teachers annually by providing exhibit tours, educational programs and curricula, and making its professional staff available for instruction and consultation.
New York;Brooklyn Museum;https://en.wikipedia.org/wiki/Brooklyn_Museum;The Brooklyn Museum is an art museum located in the New York City borough of Brooklyn. At 560,000 square feet (52,000 m2), the museum is New York City's third largest in physical size and holds an art collection with roughly 1.5 million works.[2]
New York;Castle Clinton National Monument;https://en.wikipedia.org/wiki/Castle_Clinton_National_Monument;
New York;Center for Architecture;https://en.wikipedia.org/wiki/Center_for_Architecture;
New York;Center for Jewish History;https://en.wikipedia.org/wiki/Center_for_Jewish_History;The Center for Jewish History is a partnership of five Jewish history, scholarship, and art organizations in New York City: American Jewish Historical Society, American Sephardi Federation, Leo Baeck Institute New York, Yeshiva University Museum, and YIVO Institute for Jewish Research. Together, housed in one location, the partners have separate governing bodies and finances, but collocate resources. The partners' collections make up the biggest repository of Jewish history in the United States. The Center for Jewish History serves as a centralized place of scholarly research, events, exhibitions, and performances. Located within the Center are the Lillian Goldman Reading Room, Ackman & Ziff Family Genealogy Institute and a Collection Management & Conservation Wing. The Center for Jewish History is also an affiliate of the Smithsonian Institution.
New York;Chaim Gross Studio Museum;https://en.wikipedia.org/wiki/Chaim_Gross_Studio_Museum;The Renee and Chaim Gross Foundation is a non-profit organization dedicated to the study of modern American sculptor Chaim Gross (1904-91), his contemporaries, and the history of 20th-century American art. It is located in the sculptor's four-story historic home on LaGuardia Place in Manhattan's Greenwich Village neighborhood and is open to the public. In addition to the artist's sculpture and drawings, it also exhibits important works of American, European, Pre-Columbian and African art that the artist collected. In 2015, the Foundation won a Village Award from the Greenwich Village Society for Historic Preservation for its contributions as a resource to the downtown community.
New York;Children's Museum of Manhattan;https://en.wikipedia.org/wiki/Children%27s_Museum_of_Manhattan;The Children’s Museum of Manhattan was founded by Bette Korman, under the name GAME (Growth Through Art and Museum Experience), in 1973.[1] With New York City in a deep fiscal crisis, and school art, music, and cultural programs eliminated, a loosely organized, group of artists and educators set up a basement storefront to serve Harlem and the Upper West Side. With a challenge grant from the National Endowment for the Arts, a city-owned courthouse was renovated into a small exhibition, studio, and workshop and renamed the Manhattan Laboratory Museum. The museum became the Children’s Museum of Manhattan in the 1980s and moved to its current location on West 83rd Street in 1989. Its audience has grown to 325,000 visitors each year, which includes 30,000 children who visit as part of a school group and more than 34,000 children served through offsite outreach programs.[2]
New York;Children's Museum of the Arts;https://en.wikipedia.org/wiki/Children%27s_Museum_of_the_Arts;The Children’s Museum of the Arts (“CMA”) is located at 103 Charlton Street, Manhattan, New York, United States in the South Village district. Founded by Kathleen Schneider in 1988, CMA opened its new, 10,000-square-foot space in October 2011.[1][2]
New York;China Institute;https://en.wikipedia.org/wiki/China_Institute;The China Institute in America (Chinese: 華美協進社: pinyin: Huáměi Xiéjìnshè: literally: "Sino-American Cooperation Advancement Society"[1]) is a nonprofit educational and cultural institution in New York City that was founded in 1926.
New York;Choco-Story New York;https://en.wikipedia.org/wiki/Choco-Story_New_York;Choco-Story New York: The Chocolate Museum and Experience with Jacques Torres is a museum of the history of chocolate-making. It is associated with Jacques Torres Chocolate, a chocolate manufacturer, wholesaler and retailer whose flagship store is on the premises.
New York;City Island Nautical Museum;https://en.wikipedia.org/wiki/City_Island_Nautical_Museum;Public School 17 is a historic school located at City Island in the Bronx, New York City. It was designed by architect C. B. J. Snyder (1860–1945) and built in 1897 in the Neo-Georgian style. A rear addition was built in 1930. It is a two-story, five-bay brick building on a high basement. It features a shallow wooden entrance porch with Doric order columns.
New York;City Reliquary;https://en.wikipedia.org/wiki/The_City_Reliquary;The City Reliquary is a not-for-profit community museum and civic organization located in Williamsburg, Brooklyn. The museum traces the history of New York City's five boroughs with its exhibitions of cultural ephemera and relics. Besides a permanent display of New York City artifacts, the City Reliquary also hosts rotating exhibits of community collections and annual cultural events.
New York;Clemente Soto Velez Cultural and Educational Center;https://en.wikipedia.org/wiki/Clemente_Soto_Velez_Cultural_and_Educational_Center;The Clemente Soto Velez Cultural and Educational Center, often called The Clemente, is a Puerto Rican/Latino cultural center named after Puerto Rican writer and activist, Clemente Soto Vélez. The Center, which was formed in 1993, is located on Suffolk Street in the former PS 160 in Manhattan's historic Lower East Side neighborhood of Loisaida.[1]
New York;The Cloisters;https://en.wikipedia.org/wiki/The_Cloisters;
New York;Columbia University Rare Book & Manuscript Library;https://en.wikipedia.org/wiki/Rare_Book_%26_Manuscript_Library;Columbia University's Rare Book & Manuscript Library is located on the 6th Floor of Columbia University's Butler Library. The library holds the special collections of Columbia University, as well as the Columbia University Archives. The range of the library's holdings spans more than 4,000 years, from cylinder seals created in Mesopotamia to contemporary artists' books. In addition to printed and manuscript resources, the library contains cuneiform tablets, papyri, ostraca, astronomical and mathematical instruments, maps, works of art, photographs, posters, early printing presses and papermaking equipment, type specimens, sound and moving image recordings, theater set models, puppets, masks, ephemera and memorabilia. The Rare Book and Manuscript Library includes unique and rare materials related to all subject areas.
New York;Coney Island Museum;https://en.wikipedia.org/wiki/Coney_Island_USA;Coordinates: 40.5753°N 73.9798°W
New York;Conference House;https://en.wikipedia.org/wiki/Conference_House;The Conference House (also known as "Billop House[3]") was built before 1680 and is located near the southernmost tip of New York State on Staten Island, which became known as "Billop's Point" in the 18th century. The Staten Island Peace Conference was held here on September 11, 1776, which unsuccessfully attempted to end the American Revolutionary War. The house, a National and New York City Landmark, is the only pre-Revolutionary manor house still surviving in New York City. It is located at Conference House Park overlooking Raritan Bay. The house is also located within the Ward's Point Conservation Area, separately added to the National Register of Historic Places in 1982.[1][4]
New York;Cooper Hewitt, Smithsonian Design Museum;https://en.wikipedia.org/wiki/Cooper_Hewitt,_Smithsonian_Design_Museum;Cooper Hewitt, Smithsonian Design Museum is a design museum located in the Upper East Side's Museum Mile in Manhattan, New York City. It is one of nineteen museums that fall under the wing of the Smithsonian Institution and is one of three Smithsonian facilities located in New York City, the other two being the George Gustav Heye Center in Bowling Green and the Archives of American Art New York Research Center in the Flatiron District. It is the only museum in the United States devoted to historical and contemporary design. Its collections and exhibitions explore approximately 240 years of design aesthetic and creativity.[2]
New York;Cooper Union Galleries;https://en.wikipedia.org/wiki/Cooper_Union#Galleries;Coordinates: 40.72927°N 73.99058°W
New York;Culture Shed;https://en.wikipedia.org/wiki/Culture_Shed;
New York;Dahesh Museum of Art;https://en.wikipedia.org/wiki/Dahesh_Museum_of_Art;The Dahesh Museum of Art is the only museum in the United States devoted to the collection and exhibition of European academic art of the 19th and 20th century.[citation needed] The collection, located in Manhattan, New York City, originated with Lebanese writer, humanist, and philosopher Salim Moussa Achi (1909–1984), whose pen name was Dr. Dahesh. The core of the museum's holdings consists of Dahesh's collection of more than 2,000 academic paintings, which includes many notable Orientalist paintings.[1]
New York;Derfner Judaica Museum;https://en.wikipedia.org/wiki/Derfner_Judaica_Museum;The Derfner Judaica Museum is a cultural and educational center that provides exhibitions relating to Jewish history and contemporary Jewish culture.[1] The museum is located in the Jacob Reingold Pavilion on the grounds of The Hebrew Home at Riverdale in the Riverdale neighborhood of the Bronx in New York City.[2]
New York;Dia:Chelsea;https://en.wikipedia.org/wiki/Dia_Art_Foundation#Dia:Chelsea;Coordinates: 40°44′52″N 74°00′25″W
New York;Drawing Center;https://en.wikipedia.org/wiki/Drawing_Center;The Drawing Center is a Manhattan, New York, museum and a nonprofit exhibition space that focuses on the exhibition of drawings, both historical and contemporary.
